#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
   461900  2.25405729e+01  4.62123918e-05   9.32756749e-03   9.32756749e-04   4.66378373e-05   2.29655623e-02   2.29655623e-03   1.14829134e-04   3.51715185e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462000  2.25451975e+01  4.62807311e-05   9.32649524e-03   9.32649523e-04   4.66324760e-05   2.30480191e-02   2.30480191e-03   1.15241414e-04  -2.87964097e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462100  2.25498293e+01  4.63557595e-05   9.32554263e-03   9.32554263e-04   4.66277128e-05   2.31277592e-02   2.31277591e-03   1.15640110e-04   3.52148866e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462200  2.25544690e+01  4.64375025e-05   9.32471208e-03   9.32471208e-04   4.66235604e-05   2.32047658e-02   2.32047657e-03   1.16025148e-04  -1.63497688e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462300  2.25591171e+01  4.65259870e-05   9.32400577e-03   9.32400576e-04   4.66200290e-05   2.32790201e-02   2.32790200e-03   1.16396424e-04   1.19695920e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462400  2.25637745e+01  4.66212413e-05   9.32342563e-03   9.32342562e-04   4.66171283e-05   2.36076561e-02   2.36076560e-03   1.18036963e-04  -5.83300769e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462500  2.25684417e+01  4.67232951e-05   9.32297336e-03   9.32297336e-04   4.66148670e-05   2.39549813e-02   2.39549812e-03   1.19773589e-04  -6.24500451e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462600  2.25731195e+01  4.68321796e-05   9.32265042e-03   9.32265042e-04   4.66132520e-05   2.42998299e-02   2.42998299e-03   1.21497836e-04   1.82145965e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462700  2.25778085e+01  4.69479272e-05   9.32245798e-03   9.32245798e-04   4.66122900e-05   2.46420503e-02   2.46420502e-03   1.23208936e-04  -6.41847686e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462800  2.25825094e+01  4.70705719e-05   9.32239696e-03   9.32239696e-04   4.66119848e-05   2.49814861e-02   2.49814860e-03   1.24906114e-04   9.54097912e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   462900  2.25872230e+01  4.72001489e-05   9.32246799e-03   9.32246799e-04   4.66123397e-05   2.53179769e-02   2.53179768e-03   1.26588563e-04  -4.33680869e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463000  2.25919498e+01  4.73366949e-05   9.32267142e-03   9.32267142e-04   4.66133571e-05   2.56513576e-02   2.56513575e-03   1.28255471e-04  -3.14852311e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463100  2.25966907e+01  4.74802475e-05   9.32300730e-03   9.32300730e-04   4.66150365e-05   2.59814582e-02   2.59814581e-03   1.29905979e-04   4.42354486e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463200  2.26014462e+01  4.76308460e-05   9.32347538e-03   9.32347537e-04   4.66173767e-05   2.63081040e-02   2.63081039e-03   1.31539203e-04  -7.80625564e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463300  2.26062172e+01  4.77885308e-05   9.32407509e-03   9.32407509e-04   4.66203755e-05   2.66311153e-02   2.66311152e-03   1.33154256e-04   2.70616862e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463400  2.26110044e+01  4.79533433e-05   9.32480556e-03   9.32480556e-04   4.66240281e-05   2.69503071e-02   2.69503070e-03   1.34750210e-04   2.56739074e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463500  2.26158083e+01  4.81253262e-05   9.32566560e-03   9.32566560e-04   4.66283281e-05   2.72654892e-02   2.72654892e-03   1.36326126e-04   4.16333634e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463600  2.26206298e+01  4.83045234e-05   9.32665367e-03   9.32665367e-04   4.66332685e-05   2.75764661e-02   2.75764660e-03   1.37881013e-04   2.42861287e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463700  2.26254696e+01  4.84909798e-05   9.32776792e-03   9.32776792e-04   4.66388395e-05   2.78830363e-02   2.78830362e-03   1.39413863e-04  -2.93168267e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463800  2.26303285e+01  4.86847413e-05   9.32900614e-03   9.32900614e-04   4.66450304e-05   2.81849932e-02   2.81849931e-03   1.40923644e-04   3.86843335e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   463900  2.26352070e+01  4.88858549e-05   9.33036581e-03   9.33036581e-04   4.66518286e-05   2.84821238e-02   2.84821237e-03   1.42409289e-04   5.72458747e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464000  2.26401061e+01  4.90943683e-05   9.33184404e-03   9.33184404e-04   4.66592199e-05   2.87742095e-02   2.87742094e-03   1.43869725e-04   1.11889664e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464100  2.26450264e+01  4.93103303e-05   9.33343761e-03   9.33343761e-04   4.66671881e-05   2.90610256e-02   2.90610255e-03   1.45303810e-04   7.45931095e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464200  2.26499686e+01  4.95337904e-05   9.33514296e-03   9.33514295e-04   4.66757150e-05   2.93423411e-02   2.93423410e-03   1.46710386e-04   3.27862737e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464300  2.26549336e+01  4.97647989e-05   9.33695616e-03   9.33695616e-04   4.66847811e-05   2.96179187e-02   2.96179186e-03   1.48088271e-04   2.17707796e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464400  2.26599221e+01  5.00034069e-05   9.33887298e-03   9.33887298e-04   4.66943649e-05   2.98875149e-02   2.98875148e-03   1.49436245e-04  -2.25514052e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464500  2.26649348e+01  5.02496660e-05   9.34088883e-03   9.34088882e-04   4.67044442e-05   3.01508796e-02   3.01508795e-03   1.50753073e-04   1.55257751e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464600  2.26699725e+01  5.05036282e-05   9.34299878e-03   9.34299878e-04   4.67149938e-05   3.04077561e-02   3.04077560e-03   1.52037457e-04   2.27248775e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464700  2.26750360e+01  5.07653464e-05   9.34519760e-03   9.34519760e-04   4.67259878e-05   3.06578813e-02   3.06578812e-03   1.53288085e-04   4.98732999e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464800  2.26801261e+01  5.10348735e-05   9.34747973e-03   9.34747973e-04   4.67373987e-05   3.09009851e-02   3.09009850e-03   1.54503599e-04   3.76434994e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   464900  2.26852435e+01  5.13122630e-05   9.34983932e-03   9.34983931e-04   4.67491965e-05   3.11367911e-02   3.11367910e-03   1.55682626e-04   3.56485674e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465000  2.26903891e+01  5.15975685e-05   9.35227021e-03   9.35227021e-04   4.67613509e-05   3.13650159e-02   3.13650158e-03   1.56823755e-04  -2.22044605e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465100  2.26955636e+01  5.18908437e-05   9.35476598e-03   9.35476598e-04   4.67738300e-05   3.15853694e-02   3.15853693e-03   1.57925523e-04  -9.19403442e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465200  2.27007623e+01  5.19724664e-05   9.35731724e-03   9.35731723e-04   4.67865865e-05   3.17973348e-02   3.17973348e-03   1.58985349e-04   1.30971622e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465300  2.27059526e+01  5.18348975e-05   9.35990019e-03   9.35990019e-04   4.67995011e-05   3.19993680e-02   3.19993679e-03   1.59995513e-04  -3.74700271e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465400  2.27111294e+01  5.17037356e-05   9.36250429e-03   9.36250429e-04   4.68125215e-05   3.21911738e-02   3.21911737e-03   1.60954541e-04   5.16947596e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465500  2.27162934e+01  5.15789295e-05   9.36512192e-03   9.36512191e-04   4.68256095e-05   3.23726941e-02   3.23726940e-03   1.61862141e-04   4.85722573e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465600  2.27214452e+01  5.14604297e-05   9.36774569e-03   9.36774569e-04   4.68387280e-05   3.25438745e-02   3.25438744e-03   1.62718046e-04   3.67761377e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465700  2.27265856e+01  5.13481886e-05   9.37036849e-03   9.37036849e-04   4.68518420e-05   3.27046634e-02   3.27046633e-03   1.63521989e-04   2.62810607e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465800  2.27317150e+01  5.12421605e-05   9.37298348e-03   9.37298348e-04   4.68649172e-05   3.28550125e-02   3.28550124e-03   1.64273732e-04  -4.68375339e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   465900  2.27368341e+01  5.11423014e-05   9.37558412e-03   9.37558412e-04   4.68779206e-05   3.29948765e-02   3.29948764e-03   1.64973055e-04  -2.50667542e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466000  2.27419435e+01  5.10485692e-05   9.37816419e-03   9.37816418e-04   4.68908213e-05   3.31242130e-02   3.31242129e-03   1.65619739e-04   1.49186219e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466100  2.27470439e+01  5.09609238e-05   9.38071781e-03   9.38071780e-04   4.69035894e-05   3.32429826e-02   3.32429825e-03   1.66213586e-04   1.90819582e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466200  2.27521359e+01  5.08793267e-05   9.38323946e-03   9.38323945e-04   4.69161974e-05   3.33511486e-02   3.33511485e-03   1.66754416e-04  -2.54136989e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466300  2.27572199e+01  5.08037410e-05   9.38572398e-03   9.38572397e-04   4.69286200e-05   3.34486770e-02   3.34486769e-03   1.67242060e-04   3.12250226e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466400  2.27622967e+01  5.07341320e-05   9.38816660e-03   9.38816660e-04   4.69408329e-05   3.35355366e-02   3.35355365e-03   1.67676358e-04   6.50521303e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466500  2.27673669e+01  5.06704664e-05   9.39056297e-03   9.39056297e-04   4.69528146e-05   3.36116989e-02   3.36116988e-03   1.68057166e-04   4.51028104e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466600  2.27724310e+01  5.06127128e-05   9.39290912e-03   9.39290912e-04   4.69645456e-05   3.36771380e-02   3.36771379e-03   1.68384361e-04   3.07913417e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466700  2.27774896e+01  5.05608415e-05   9.39520153e-03   9.39520153e-04   4.69760076e-05   3.37318306e-02   3.37318305e-03   1.68657823e-04   3.55618313e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466800  2.27825433e+01  5.05148245e-05   9.39743710e-03   9.39743710e-04   4.69871856e-05   3.37757558e-02   3.37757557e-03   1.68877447e-04  -3.05311332e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   466900  2.27875927e+01  5.04746354e-05   9.39961317e-03   9.39961317e-04   4.69980658e-05   3.38088954e-02   3.38088953e-03   1.69043144e-04  -1.73472348e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467000  2.27926384e+01  5.04402496e-05   9.40172755e-03   9.40172755e-04   4.70086373e-05   3.38312336e-02   3.38312335e-03   1.69154835e-04  -4.33680869e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467100  2.27976809e+01  5.04116443e-05   9.40377850e-03   9.40377850e-04   4.70188923e-05   3.38427574e-02   3.38427573e-03   1.69212455e-04  -6.59194921e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467200  2.28027208e+01  5.03887981e-05   9.40576475e-03   9.40576474e-04   4.70288238e-05   3.38434559e-02   3.38434558e-03   1.69215947e-04  -4.68375339e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467300  2.28077588e+01  5.03716914e-05   9.40768549e-03   9.40768548e-04   4.70384273e-05   3.38333209e-02   3.38333208e-03   1.69165272e-04  -4.59701721e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467400  2.28127954e+01  5.03603062e-05   9.40954040e-03   9.40954040e-04   4.70477024e-05   3.38123468e-02   3.38123467e-03   1.69060403e-04  -1.87350135e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467500  2.28178311e+01  5.03546262e-05   9.41132964e-03   9.41132963e-04   4.70566486e-05   3.37805304e-02   3.37805303e-03   1.68901320e-04  -3.24393290e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467600  2.28228665e+01  5.03546366e-05   9.41305384e-03   9.41305384e-04   4.70652693e-05   3.37378710e-02   3.37378709e-03   1.68688023e-04   2.10768902e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467700  2.28279022e+01  5.03603244e-05   9.41471413e-03   9.41471413e-04   4.70735706e-05   3.36843707e-02   3.36843706e-03   1.68420521e-04  -4.85722573e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467800  2.28329387e+01  5.03716780e-05   9.41631212e-03   9.41631212e-04   4.70815606e-05   3.36200339e-02   3.36200338e-03   1.68098835e-04   2.35922393e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   467900  2.28379767e+01  5.03886876e-05   9.41784990e-03   9.41784989e-04   4.70892493e-05   3.35448679e-02   3.35448678e-03   1.67723008e-04   1.40512602e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468000  2.28430167e+01  5.04113448e-05   9.41933003e-03   9.41933003e-04   4.70966499e-05   3.34588826e-02   3.34588825e-03   1.67293077e-04   1.93421668e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468100  2.28480592e+01  5.04396430e-05   9.42075558e-03   9.42075558e-04   4.71037774e-05   3.33620904e-02   3.33620903e-03   1.66809112e-04   1.16226473e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468200  2.28531048e+01  5.04735770e-05   9.42213007e-03   9.42213007e-04   4.71106503e-05   3.32545069e-02   3.32545068e-03   1.66271200e-04   8.67361738e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468300  2.28581541e+01  5.05131433e-05   9.42345750e-03   9.42345750e-04   4.71172876e-05   3.31361503e-02   3.31361502e-03   1.65679418e-04   2.69749501e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468400  2.28632077e+01  5.05583398e-05   9.42474234e-03   9.42474234e-04   4.71237119e-05   3.30070417e-02   3.30070416e-03   1.65033877e-04   1.68268177e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468500  2.28682660e+01  5.06091663e-05   9.42598951e-03   9.42598951e-04   4.71299480e-05   3.28672053e-02   3.28672052e-03   1.64334690e-04   1.40512602e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468600  2.28733298e+01  5.06656238e-05   9.42720438e-03   9.42720438e-04   4.71360223e-05   3.27166683e-02   3.27166682e-03   1.63582005e-04   2.55871713e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468700  2.28783994e+01  5.07277152e-05   9.42839277e-03   9.42839277e-04   4.71419638e-05   3.25554609e-02   3.25554608e-03   1.62775972e-04   1.83880688e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468800  2.28834756e+01  5.07954446e-05   9.42956091e-03   9.42956091e-04   4.71478043e-05   3.23836169e-02   3.23836168e-03   1.61916747e-04   1.96891115e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   468900  2.28885588e+01  5.08688180e-05   9.43071547e-03   9.43071547e-04   4.71535769e-05   3.22011731e-02   3.22011731e-03   1.61004527e-04  -4.64905892e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469000  2.28936496e+01  5.09478427e-05   9.43186351e-03   9.43186351e-04   4.71593172e-05   3.20081700e-02   3.20081699e-03   1.60039510e-04   2.31585584e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469100  2.28987486e+01  5.10325279e-05   9.43301248e-03   9.43301247e-04   4.71650624e-05   3.18046513e-02   3.18046512e-03   1.59021918e-04  -5.37764278e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469200  2.29038564e+01  5.11228839e-05   9.43417020e-03   9.43417019e-04   4.71708511e-05   3.15906647e-02   3.15906646e-03   1.57951986e-04   1.30104261e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469300  2.29089735e+01  5.12189230e-05   9.43534485e-03   9.43534484e-04   4.71767244e-05   3.13662615e-02   3.13662614e-03   1.56829970e-04   3.27862737e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469400  2.29141004e+01  5.13206589e-05   9.43654494e-03   9.43654494e-04   4.71827248e-05   3.11314969e-02   3.11314968e-03   1.55656149e-04  -9.88792381e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469500  2.29192379e+01  5.14281067e-05   9.43777932e-03   9.43777931e-04   4.71888965e-05   3.08864303e-02   3.08864302e-03   1.54430815e-04   8.67361738e-18   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469600  2.29243864e+01  5.15412834e-05   9.43905708e-03   9.43905708e-04   4.71952854e-05   3.06311250e-02   3.06311249e-03   1.53154291e-04   3.46944695e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469700  2.29295465e+01  5.16602074e-05   9.44038764e-03   9.44038764e-04   4.72019382e-05   3.03656487e-02   3.03656486e-03   1.51826909e-04  -3.29597460e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469800  2.29347187e+01  5.17848987e-05   9.44178063e-03   9.44178063e-04   4.72089034e-05   3.00900736e-02   3.00900736e-03   1.50449029e-04   1.00613962e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   469900  2.29399038e+01  5.19153790e-05   9.44324590e-03   9.44324589e-04   4.72162299e-05   2.98044766e-02   2.98044765e-03   1.49021041e-04  -1.80411242e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   470000  2.29451021e+01  5.20516713e-05   9.44479348e-03   9.44479348e-04   4.72239675e-05   2.95089391e-02   2.95089390e-03   1.47543353e-04  -5.72458747e-17   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   470100  2.29503144e+01  5.21938007e-05   9.44643359e-03   9.44643359e-04   4.72321678e-05   2.92035476e-02   2.92035475e-03   1.46016397e-04  -3.50414142e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
   470200  2.29555412e+01  5.23417936e-05   9.44817655e-03   9.44817655e-04   4.72408823e-05   2.88883936e-02   2.88883935e-03   1.44440625e-04   1.63064007e-16   5.00000000e-03   5.00050000e+01  -6.47659006e+00   2.00000000e+01
